game_id,game_date,home_team,away_team,home_score,away_score,spread_open,total_open
376089,2023-11-06,IUPUI,Spalding,70,63,,
381930,2023-11-06,Hofstra,St. Joseph's (Brooklyn),101,48,,
376100,2023-11-06,Troy,Fort Lauderdale,92,47,,
376098,2023-11-06,Stephen F. Austin,North American Stallions,96,68,,
376090,2023-11-06,Prairie View A&M,Kansas Christian,89,66,,
376112,2023-11-06,Oregon,Georgia,82,71,,
376092,2023-11-06,Oregon State,Linfield,82,46,,
376137,2023-11-06,Penn,John Jay,102,57,,
376138,2023-11-06,UMass Lowell,Rivier,96,51,,
356551,2023-11-06,Tennessee,Tennessee Tech,80,42,,
376139,2023-11-06,UConn,Northern Arizona,95,52,,
376141,2023-11-06,Purdue,Samford,98,45,,
356547,2023-11-07,Syracuse,New Hampshire,83,72,,
356548,2023-11-07,Virginia,Tarleton,80,50,,
356553,2023-11-07,Richmond,VMI,93,75,,
356560,2023-11-07,St. Bonaventure,Longwood,73,69,,
356561,2023-11-07,West Virginia,Missouri State,67,59,,
376091,2023-11-07,Toledo,Detroit,94,60,,
376093,2023-11-07,Rhode Island,Central Connecticut State,81,70,,
376094,2023-11-07,Saint Josephs,Lafayette,81,60,,
376095,2023-11-07,South Carolina,USC Upstate,82,53,,
376113,2023-11-07,North Carolina,Radford,86,70,,
376114,2023-11-07,Howard,Hampton,92,80,,
376116,2023-11-07,Bowling Green,Chicago State,70,41,,
376117,2023-11-07,Charleston,Iona,71,69,,
376118,2023-11-07,Dayton,Siu Edwardsville,63,47,,
376119,2023-11-07,Duquesne,Cleveland State,79,77,,
376122,2023-11-07,Furman,North Greenville,84,68,,
376125,2023-11-07,NC Wilmington,Mount Olive Trojans,105,66,,
376127,2023-11-07,Indiana State,SMWC Pomeroys,90,60,,
376130,2023-11-07,Marshall,Queens Royals,89,73,,
376131,2023-11-07,Mercer,Clarke,64,71,,
376142,2023-11-07,Penn State,Delaware State,79,45,,
376143,2023-11-07,Pittsburgh,N. Carolina A&T,100,52,,
376144,2023-11-07,Providence,Columbia,78,59,,
376145,2023-11-07,Rider,Immaculata,113,67,,
376146,2023-11-07,Rutgers,Princeton,61,68,,
376147,2023-11-07,Sacred Heart,Bronxville,95,51,,
376148,2023-11-07,SE Louisiana,Delta State,90,71,,
376149,2023-11-07,Siena,Holy Cross,73,71,,
376151,2023-11-07,Stetson,Trinity Baptist,109,54,,
376152,2023-11-07,Utah Valley State,Carroll College,81,73,,
376153,2023-11-07,UT Martin,Champion Christian Tigers,104,76,,
376154,2023-11-07,VCU Rams,McNeese State,65,76,,
376155,2023-11-07,Wofford,Brevard College,85,68,,
376156,2023-11-07,Yale,Vassar,102,53,,
376157,2023-11-07,Ohio State,Oakland,79,73,,
376158,2023-11-07,Old Dominion,VA Wesleyan,71,57,,
376159,2023-11-07,Coastal Carolina,Piedmont,88,86,,
376160,2023-11-07,Notre Dame,Niagara,70,63,,
376161,2023-11-07,East Tennessee St,King Tornado,73,56,,
376162,2023-11-07,North Florida,Coastal Georgia,92,55,,
376164,2023-11-07,Charleston Southern,Toccoa Falls,94,59,,
376165,2023-11-07,Charlotte,Maine Black Bears,69,52,,
376166,2023-11-07,Clemson,Winthrop,78,56,,
376167,2023-11-07,Bucknell,Delaware,57,78,,
376168,2023-11-07,Colgate,Brown,72,70,,
376169,2023-11-07,Davidson,Washington & Lee,86,63,,
376170,2023-11-07,East Carolina,Ferrum,91,61,,
376171,2023-11-07,George Mason,Monmouth,72,61,,
376172,2023-11-07,Harvard,Massachusetts-Boston,78,50,,
376173,2023-11-07,High Point,St. Andrews,105,51,,
376174,2023-11-07,Jacksonville,Johnson Suns,113,46,,
376175,2023-11-07,Kent State,Malone Pioneers,79,58,,
376176,2023-11-07,Liberty,Mid-Atlantic,103,43,,
376177,2023-11-07,Louisville,UMBC Retrievers,94,93,,
376178,2023-11-07,Miami (FL),NJIT,101,60,,
376179,2023-11-07,NC State,Citadel,72,59,,
376180,2023-11-07,Norfolk State,Penn State Wilkes-Barre,102,55,,
376214,2023-11-07,Chattanooga Mocs,Covenant,89,44,,
381931,2023-11-07,Gardner Webb,Erskine,98,58,,
381932,2023-11-07,South Carolina St,Voorhees,65,57,,
381933,2023-11-07,UTRGV,Southwest Adventist,110,59,,
376140,2023-11-07,Villanova,American University,90,63,,
376150,2023-11-07,Temple,Md.-East. Shore,85,65,,
376181,2023-11-07,Northwestern St.,Dallas Christian,101,54,,
376182,2023-11-07,William & Mary,Regent University,84,29,,
376183,2023-11-07,Wichita State,Lipscomb,76,59,,
376184,2023-11-07,Vermont,Merrimack Warriors,67,55,,
376185,2023-11-07,Seton Hall,St. Peters,70,59,,
376186,2023-11-07,Quinnipiac,Coast Guard,116,48,,
376187,2023-11-07,Colorado,Towson,75,57,,
376188,2023-11-07,Lehigh,Cornell,78,84,,
376190,2023-11-07,Buffalo,Fairleigh Dickinson,86,92,,
376191,2023-11-07,Bryant University,Manhattan,59,61,,
376192,2023-11-07,Belmont,Georgia State,89,87,,
376193,2023-11-07,Georgia Tech,Georgia Southern,84,62,,
376207,2023-11-07,New Orleans,Millsaps,100,70,,
356546,2023-11-07,Houston,Louisiana Monroe,84,31,,
356549,2023-11-07,UCF Knights,Florida International,85,62,,
356550,2023-11-07,Tulsa,Central Arkansas,70,53,,
356552,2023-11-07,Texas A&M,TX A&M Commerce,78,46,,
356555,2023-11-07,Northwestern,Binghamton,72,61,,
356556,2023-11-07,Nebraska,Lindenwood,84,52,,
356557,2023-11-07,Minnesota,Bethune-Cookman,80,60,,
356558,2023-11-07,Kansas,N. Carolina Central,99,56,,
356559,2023-11-07,Iowa State,Wisc. Green Bay,85,44,,
376096,2023-11-07,Southern Illinois,Kentucky State,88,57,,
376099,2023-11-07,St. Louis,Southern Indiana,75,63,,
376101,2023-11-07,Oklahoma,Central Michigan,89,59,,
376105,2023-11-07,UT Arlington,Oral Roberts,75,71,,
376106,2023-11-07,Wake Forest,Elon,101,78,,
376109,2023-11-07,Wisc. Milwaukee,UW-Stout,91,73,,
376110,2023-11-07,Wisconsin,Arkansas State,105,76,,
376120,2023-11-07,Evansville,Miami (Ohio),72,64,,
376121,2023-11-07,Florida,Loyola Maryland,93,73,,
376123,2023-11-07,George Washington,Stonehill,89,44,,
376124,2023-11-07,Illinois State,Lourdes,75,56,,
376126,2023-11-07,Alabama,Morehead State,105,73,,
376128,2023-11-07,Kentucky,New Mexico State,86,46,,
376133,2023-11-07,Missouri,Arkansas-Pine Bluff,101,79,,
376135,2023-11-07,Murray State,Midway,91,58,,
376136,2023-11-07,Arkansas,Alcorn State,93,59,,
376163,2023-11-07,Campbell,Navy,59,48,,
376195,2023-11-07,Ole Miss,Alabama State,69,59,,
376196,2023-11-07,South Alabama,Mobile,74,83,,
376197,2023-11-07,Southern Miss,William Carey,64,42,,
376198,2023-11-07,Texas,Incarnate Word,88,56,,
376200,2023-11-07,UALR,Texas State,71,66,,
376201,2023-11-07,UMKC,Avila,79,48,,
376202,2023-11-07,Valparaiso,Trinity (IL),100,61,,
376203,2023-11-07,Virginia Tech,Coppin State,100,55,,
376204,2023-11-07,Xavier,Robert Morris,77,63,,
376205,2023-11-07,Northeastern,Boston University,67,58,,
376206,2023-11-07,Lamar,Jarvis Christian,114,66,,
376208,2023-11-07,Memphis,Jackson State,94,77,,
376209,2023-11-07,LSU,Miss. Valley St.,106,60,,
376210,2023-11-07,Alabama A&M,Oakwood Ambassadors,111,59,,
376211,2023-11-07,Illinois,Eastern Illinois,80,52,,
376212,2023-11-07,Idaho State,Warner Pacific,92,36,,
376213,2023-11-07,Grambling St.,North Texas-Dallas,82,67,,
376215,2023-11-07,Butler,Eastern Michigan,94,55,,
376216,2023-11-07,Boston College,Fairfield,89,70,,
376217,2023-11-07,Army,Marist,55,71,,
376115,2023-11-07,Austin Peay,Life University,90,72,,
376107,2023-11-07,Western Kentucky,Kentucky Wesleyan Panthers,90,64,,
376129,2023-11-07,Louisiana Lafayette,Youngstown State,72,62,,
376132,2023-11-07,Middle Tenn. St.,Northern Kentucky,74,57,,
376218,2023-11-07,SMU Mustangs,SAGU,82,63,,
376219,2023-11-07,Tennessee State,Fisk,76,61,,
376220,2023-11-07,Marquette,Northern Illinois,92,70,,
376221,2023-11-07,Nebraska O.,Doane Tigers,85,53,,
376223,2023-11-07,North Alabama,Blue Mountain,93,60,,
376134,2023-11-07,Montana State,Northwest Indian,103,63,,
376224,2023-11-07,Brigham Young,Houston Christian,110,63,,
376225,2023-11-07,California,St. Thomas (Minn.),71,66,,
376226,2023-11-07,Cincinnati,Illinois (Chi.),69,58,,
376227,2023-11-07,Duke,Dartmouth,92,54,,
376228,2023-11-07,Oklahoma State,Abilene Christian,59,64,,
376229,2023-11-07,South Dakota Coyotes,Mount Marty,85,53,,
376230,2023-11-07,TCU,Southern Univ.,108,75,,
376231,2023-11-07,Tulane,Nicholls State,91,81,,
376232,2023-11-07,UTEP,McMurry,120,71,,
376242,2023-11-07,Grand Canyon,Southeast Missouri State,88,67,,
376233,2023-11-07,South Dakota St.,Akron,75,81,,
376103,2023-11-07,Utah State,South Dakota Mines,101,48,,
376104,2023-11-07,Utah Utes,East. Washington,101,66,,
376234,2023-11-07,Air Force,Portland State,55,62,,
376235,2023-11-07,New Mexico,Texas Southern,92,55,,
376236,2023-11-07,Northern Colorado,Colorado College,87,58,,
376237,2023-11-07,Arizona,Morgan State,122,59,,
356554,2023-11-07,Pacific,Sam Houston St.,57,64,,
376238,2023-11-07,California Baptist,San Francisco State,74,57,,
376239,2023-11-07,Cal Poly,La Verne,80,62,,
376240,2023-11-07,Colorado State,Louisiana Tech,81,73,,
376241,2023-11-07,CSU Bakersfield,Southern Utah,73,72,,
376243,2023-11-07,Kansas State,USC,69,82,,
376244,2023-11-07,Pepperdine,CU Irvine,76,64,,
376245,2023-11-07,San Francisco,Bethesda,128,59,,
376246,2023-11-07,St. Marys (CA),California State-Stanislaus Warriors,107,28,,
376247,2023-11-07,UC San Diego,Denver,95,87,,
376248,2023-11-07,Fresno State,Fresno Pacific,77,66,,
376249,2023-11-07,San Diego State,CS Fullerton,83,57,,
376250,2023-11-07,Portland,Long Beach State,78,73,,
376097,2023-11-07,Stanford,CS Northridge,88,79,,
376251,2023-11-07,San Diego Toreros,Sonoma State,68,64,,
376252,2023-11-07,Washington State,Idaho,84,59,,
376102,2023-11-07,UCLA,St. Francis (PA),75,44,,
376253,2023-11-07,Washington,Bellarmine,91,57,,
376254,2023-11-07,Jacksonville State,Brescia,91,41,,
376257,2023-11-07,La Salle,Drexel,67,61,,
376262,2023-11-07,Appalachian State,Oakland City,87,49,,
376263,2023-11-07,Indiana,Florida Gulf Coast,69,63,,
356562,2023-11-08,Georgetown,Le Moyne,94,57,,
376261,2023-11-08,Western Carolina,Dalton,106,65,,
376264,2023-11-08,Ball State,Goshen,101,40,,
376266,2023-11-08,Kennesaw State,Oakwood Ambassadors,93,46,,
376267,2023-11-08,Maryland,Mount St. Mary's,68,53,,
376268,2023-11-08,St. John's (N.Y.),Stony Brook,90,74,,
376269,2023-11-08,UMass,Albany,92,71,,
382168,2023-11-08,Eastern Kentucky,West Virginia University,108,72,,
376259,2023-11-08,Vanderbilt,Presbyterian,62,68,,
376270,2023-11-08,Iowa,North Dakota,110,68,,
376271,2023-11-08,Rice,St. Thomas (TX),101,57,,
376111,2023-11-08,Wyoming,Northern New Mexico,104,56,,
376272,2023-11-08,Texas A&M-CC,Southwest Adventist,111,46,,
376273,2023-11-08,Michigan,UNC Asheville,99,74,,
376255,2023-11-08,Baylor,Auburn,88,82,,
376256,2023-11-08,Boise State,Vanguard Lions,89,55,,
376260,2023-11-08,Weber State,Benedictine (AZ),96,62,,
376274,2023-11-08,Creighton,Florida A&M,105,54,,
376275,2023-11-08,DePaul,IPFW,74,82,,
376276,2023-11-08,Montana,Northwest Indian,107,59,,
376258,2023-11-08,Nevada,Sacramento State,77,63,,
376277,2023-11-08,Loyola Marymount,Westcliff,109,68,,
376278,2023-11-08,San Jose State,UC Irvine,72,64,,
376279,2023-11-08,UC Riverside,California Merced,76,69,,
376300,2023-11-08,Bryant University,Fisher,140,79,,
376291,2023-11-08,Maine Black Bears,Maine-Presque,111,59,,
376285,2023-11-08,Winthrop,Brevard College,98,44,,
356563,2023-11-09,New Hampshire,Curry,115,38,,
356564,2023-11-09,Ohio,Troy,88,70,,
376290,2023-11-09,Morehead State,Shawnee State,96,40,,
376292,2023-11-09,Syracuse,Canisius,89,77,,
376293,2023-11-09,SMU Mustangs,Western Illinois,90,53,,
376294,2023-11-09,Penn,Bucknell,80,61,,
376295,2023-11-09,Cornell,Morrisville State,107,86,,
376296,2023-11-09,Loyola Chicago,Florida Atlantic,62,75,,
376297,2023-11-09,Fairleigh Dickinson,Penn State Brandywine,107,63,,
376298,2023-11-09,Delaware,Beacamo,101,68,,
376299,2023-11-09,Cleveland State,Defiance College,102,41,,
376282,2023-11-09,St. Louis,Lincoln Mo.,102,66,,
376288,2023-11-09,Drake,Lipscomb,85,70,,
376289,2023-11-09,Alcorn State,Xavier (LA),70,62,,
376301,2023-11-09,South Dakota St.,Dakota Wesleyan,83,55,,
376302,2023-11-09,Texas Tech,TX A&M Commerce,73,46,,
376303,2023-11-09,Eastern Illinois,Monmouth (IL),91,45,,
376304,2023-11-09,Northern Colorado,Northern New Mexico,81,60,,
376305,2023-11-09,North Dakota St,Mount Marty,93,66,,
376280,2023-11-09,New Mexico State,Sul Ross State,84,49,,
376307,2023-11-09,Portland,Lewis &. Clark State,89,72,,
376286,2023-11-09,Mississippi St.,Arizona State,71,56,,
376281,2023-11-09,UNLV,Southern Univ.,71,85,,
376283,2023-11-09,Seattle,Prairie View A&M,71,60,,
376284,2023-11-09,Santa Clara,Utah Tech,77,69,,
376308,2023-11-09,San Diego Toreros,Jackson State,87,61,,
381457,2023-11-09,Baylor,John Brown,96,70,,
376327,2023-11-09,UC Davis,Pepperdine,79,78,,
376328,2023-11-09,Morgan State,Cheyney Wolves,100,52,,
356565,2023-11-10,VMI,Christendom,87,53,,
376309,2023-11-10,N. Carolina Central,Virginia-Lynchburg,107,54,,
376315,2023-11-10,Rhode Island,Fairfield,93,80,,
376316,2023-11-10,Presbyterian,Columbia International,100,58,,
376317,2023-11-10,Wagner,Molloy,83,48,,
376319,2023-11-10,Elon,East Tennessee St,79,76,,
376320,2023-11-10,Charleston Southern,North Florida,70,81,,
376323,2023-11-10,Merrimack Warriors,Worcester State,93,72,,
376326,2023-11-10,Hampton,Mid-Atlantic,109,46,,
376329,2023-11-10,South Florida,South Carolina St,96,52,,
376330,2023-11-10,Wisc. Green Bay,St. Francis (ILL),72,56,,
376331,2023-11-10,Tulane,Northwestern St.,88,71,,
376332,2023-11-10,Stonehill,Army,57,44,,
376333,2023-11-10,William & Mary,American University,75,56,,
376334,2023-11-10,Robert Morris,Point Park Pioneers,66,56,,
376335,2023-11-10,Norfolk State,Newport Apprentice,90,56,,
376336,2023-11-10,Michigan State,Southern Indiana,74,51,,
376337,2023-11-10,IPFW,Andrews Univ.,130,34,,
381828,2023-11-10,Florida International,Tarleton,65,82,,
376338,2023-11-10,Georgia Tech,Howard,88,85,,
376339,2023-11-10,Wichita State,Western Kentucky,71,61,,
356566,2023-11-10,Iowa State,Lindenwood,102,47,,
356567,2023-11-10,Nebraska,Florida A&M,81,54,,
376312,2023-11-10,TCU,Nebraska O.,82,60,,
376321,2023-11-10,Arkansas-Pine Bluff,Champion Christian Tigers,116,73,,
376322,2023-11-10,Chicago State,Mercer,61,66,,
376324,2023-11-10,Evansville,St. Louis College of Pharmacy,116,46,,
376340,2023-11-10,Tennessee State,Kentucky State,83,58,,
376341,2023-11-10,SMU Mustangs,Lamar,78,67,,
376342,2023-11-10,North Alabama,Alabama A&M,83,67,,
376343,2023-11-10,Coppin State,Towson,49,70,,
376313,2023-11-10,Southern Utah,Life Pacific,108,73,,
376344,2023-11-10,Siu Edwardsville,North Park,92,67,,
376311,2023-11-10,USC,CSU Bakersfield,85,59,,
376325,2023-11-10,Idaho,CS Northridge,73,76,,
376345,2023-11-10,Denver,Cal Poly,97,76,,
376346,2023-11-10,UTEP,University of Sciences,123,72,,
376347,2023-11-10,San Francisco,St. Francis (PA),84,52,,
376348,2023-11-10,St. Marys (CA),New Mexico,72,58,,
376349,2023-11-10,UC Santa Barbara,Portland State,76,82,,
376310,2023-11-10,Washington,Northern Kentucky,75,67,,
376350,2023-11-10,San Jose State,Bethesda,117,72,,
376378,2023-11-10,LIU Sharks,Air Force,67,82,,
376361,2023-11-10,Quinnipiac,Central Connecticut State,74,70,,
376377,2023-11-10,Liberty,Charlotte,71,59,,
376371,2023-11-10,McNeese State,CBS Ambassadors,96,55,,
376372,2023-11-10,Florida State,Kennesaw State,94,67,,
376380,2023-11-10,Dartmouth,UMass Lowell,48,81,,
376381,2023-11-10,Duquesne,Charleston,90,72,,
376356,2023-11-10,Stony Brook,St. Joseph's (NY-LI),91,50,,
376359,2023-11-10,Saint Josephs,Penn,69,61,,
376382,2023-11-10,Xavier,Jacksonville,79,56,,
376383,2023-11-10,Villanova,Le Moyne,83,57,,
376384,2023-11-10,Michigan,Youngstown State,92,62,,
356569,2023-11-11,Ohio State,Texas A&M,66,73,,
356571,2023-11-11,West Virginia,Monmouth,65,73,,
356572,2023-11-11,Virginia,Florida,73,70,,
356573,2023-11-11,Pittsburgh,Binghamton,89,60,,
356574,2023-11-11,Miami (FL),UCF Knights,88,72,,
356578,2023-11-11,Bethune-Cookman,Trinity (FL),113,46,,
356590,2023-11-11,Akron,Southern Miss,72,54,,
376353,2023-11-11,Vanderbilt,USC Upstate,74,67,,
376360,2023-11-11,Radford,Marshall,66,62,,
376366,2023-11-11,NC Greensboro,N. Carolina A&T,94,78,,
376368,2023-11-11,Furman,Belmont,99,76,,
376373,2023-11-11,Georgia,Wake Forest,80,77,,
376375,2023-11-11,Iona,Sacred Heart,88,81,,
376376,2023-11-11,Kentucky,TX A&M Commerce,81,61,,
376385,2023-11-11,VCU Rams,Samford,75,65,,
376386,2023-11-11,Rutgers,Boston University,69,45,,
376387,2023-11-11,Purdue,Morehead State,87,57,,
376388,2023-11-11,NC State,Abilene Christian,84,64,,
376389,2023-11-11,Maryland,Davidson,61,64,,
376390,2023-11-11,Duke,Arizona,73,78,,
376391,2023-11-11,Louisville,Chattanooga Mocs,71,81,,
376392,2023-11-11,Citadel,Boston College,71,75,,
376393,2023-11-11,Cincinnati,Detroit,93,61,,
376394,2023-11-11,Hofstra,Princeton,67,74,,
376395,2023-11-11,Florida Gulf Coast,Ave Maria,80,71,,
376396,2023-11-11,George Mason,Austin Peay,67,45,,
381829,2023-11-11,Eastern Kentucky,Wilberforce,133,75,,
356576,2023-11-11,Central Arkansas,Hendrix College,82,39,,
376397,2023-11-11,Minnesota,UTSA Roadrunners,102,76,,
376398,2023-11-11,Penn State,Lehigh,74,65,,
356575,2023-11-11,Kansas,Manhattan,99,61,,
376351,2023-11-11,Alabama,Indiana State,102,80,,
376352,2023-11-11,Arkansas,Gardner Webb,86,68,,
376358,2023-11-11,Southern Illinois,Queens Royals,91,68,,
376364,2023-11-11,Oklahoma,Miss. Valley St.,82,43,,
376367,2023-11-11,Murray State,Tennessee Tech,78,72,,
376379,2023-11-11,Auburn,SE Louisiana,86,71,,
376399,2023-11-11,Oral Roberts,Mid-America Christian,74,69,,
376400,2023-11-11,South Dakota Coyotes,UTRGV,100,79,,
376403,2023-11-11,Rice,Harvard,76,89,,
376404,2023-11-11,Kansas State,Bellarmine,83,75,,
376405,2023-11-11,Ole Miss,East. Washington,75,64,,
376406,2023-11-11,LSU,Nicholls State,66,68,,
376407,2023-11-11,Iowa,Alabama State,98,67,,
376408,2023-11-11,Colorado,Grambling St.,95,63,,
376409,2023-11-11,Illinois,Oakland,64,53,,
376402,2023-11-11,St. Thomas (Minn.),Idaho State,54,53,,
376410,2023-11-11,Navy,Temple,68,75,,
376411,2023-11-11,Northwestern,Dayton,71,66,,
376412,2023-11-11,Marquette,Rider,95,65,,
376413,2023-11-11,Illinois (Chi.),UALR,86,71,,
376414,2023-11-11,Butler,Southeast Missouri State,91,56,,
356570,2023-11-11,Wisconsin,Tennessee,70,80,,
376357,2023-11-11,Stanford,Sacramento State,91,73,,
376363,2023-11-11,Oregon,Montana,75,61,,
376369,2023-11-11,Brigham Young,San Diego State,74,65,,
376374,2023-11-11,Gonzaga,Yale,86,71,,
376401,2023-11-11,Texas,Delaware State,86,59,,
376415,2023-11-11,Colorado State,Wright State,105,77,,
376416,2023-11-11,Missouri,Memphis,55,70,,
376417,2023-11-11,Valparaiso,IUPUI,56,66,,
376418,2023-11-11,UAB,Clemson,76,77,,
376419,2023-11-11,South Carolina,Virginia Tech,79,77,,
376354,2023-11-11,Utah Utes,UC Riverside,82,53,,
376370,2023-11-11,California Baptist,Jackson State,80,66,,
376420,2023-11-11,Washington State,Prairie View A&M,83,65,,
356577,2023-11-11,California,Pacific,79,87,,
376355,2023-11-11,UCLA,Lafayette,68,50,,
356583,2023-11-11,Miami (Ohio),Texas State,65,75,,
356586,2023-11-11,Central Michigan,Louisiana Monroe,64,74,,
356588,2023-11-11,Bowling Green,Arkansas State,81,75,,
356591,2023-11-11,Eastern Michigan,Georgia Southern,70,60,,
376422,2023-11-11,UConn,Stonehill,107,67,,
376423,2023-11-11,Wofford,High Point,99,98,,
356579,2023-11-11,Western Michigan,Georgia State,70,77,,
376424,2023-11-11,Fordham,Cornell,73,78,,
376449,2023-11-11,George Washington,William & Mary,95,89,,
356581,2023-11-11,Houston,Texas A&M-CC,82,50,,
356587,2023-11-11,Buffalo,South Alabama,56,70,,
356589,2023-11-11,Ball State,Old Dominion,73,68,,
376425,2023-11-11,Creighton,North Dakota St,89,60,,
376426,2023-11-11,UNC Asheville,NC Wilmington,66,83,,
376431,2023-11-11,Notre Dame,Western Carolina,61,71,,
376442,2023-11-11,East Carolina,Campbell,77,63,,
376447,2023-11-11,Longwood,St. Mary's (MD),95,43,,
376428,2023-11-11,Tulsa,Incarnate Word,85,71,,
376445,2023-11-11,Md.-East. Shore,Cairn,83,65,,
376429,2023-11-11,Arizona State,Texas Southern,63,52,,
376430,2023-11-11,La Salle,Northeastern,79,74,,
376438,2023-11-11,UMBC Retrievers,Marist,59,65,,
356582,2023-11-11,Northern Illinois,Appalachian State,91,78,,
356584,2023-11-11,St. Bonaventure,Canisius,67,70,,
376365,2023-11-11,NJIT,St. Peters,48,75,,
376435,2023-11-11,Seton Hall,Fairleigh Dickinson,85,55,,
376443,2023-11-11,Mount St. Mary's,Coppin State,74,60,,
376434,2023-11-11,Seattle,Montana State,71,68,,
376444,2023-11-11,Mississippi St.,UT Martin,87,63,,
376448,2023-11-11,Lipscomb,Asbury,113,74,,
376452,2023-11-11,New Orleans,Southern-New O.,106,69,,
376440,2023-11-11,Winthrop,Drexel,72,74,,
376453,2023-11-11,Providence,Wisc. Milwaukee,79,69,,
376454,2023-11-11,Cleveland State,Ohio,82,78,,
382187,2023-11-11,UT Arlington,Texas-Tyler Patriots,95,64,,
356580,2023-11-12,Toledo,Louisiana Lafayette,87,78,,
376433,2023-11-12,Santa Clara,St. Francis (PA),82,59,,
376436,2023-11-12,Niagara,Bucknell,64,73,,
376439,2023-11-12,UNLV,Stetson,71,55,,
376450,2023-11-12,Columbia,Albany,75,78,,
376455,2023-11-12,Kent State,Fresno State,79,69,,
376456,2023-11-12,Vermont,Plattsburgh,92,41,,
356585,2023-11-12,Georgetown,Holy Cross,67,68,,
376432,2023-11-12,Richmond,Siena,90,48,,
376437,2023-11-12,St. Louis,Illinois State,80,71,,
376446,2023-11-12,Loyola Chicago,Eastern Illinois,89,65,,
376451,2023-11-12,Arkansas-Pine Bluff,Southwestern Christian,112,68,,
376458,2023-11-12,North Texas,Nebraska O.,75,64,,
376459,2023-11-12,UMKC,Saint Mary,95,42,,
381830,2023-11-12,Tarleton,North Texas-Dallas,93,52,,
376441,2023-11-12,Wyoming,Cal Poly,80,66,,
376460,2023-11-12,UC San Diego,San Diego Toreros,69,63,,
376461,2023-11-12,UC Irvine,New Mexico State,91,74,,
376462,2023-11-12,DePaul,Long Beach State,73,77,,
376463,2023-11-12,CS Fullerton,La Sierra,78,48,,
376464,2023-11-12,Cincinnati,East. Washington,85,73,,
376465,2023-11-12,Morgan State,Penn State Wilkes-Barre,78,60,,
376466,2023-11-12,Rutgers,Bryant University,66,57,,
382240,2023-11-12,UAB,Maryland,66,63,,
356593,2023-11-12,Iowa State,Idaho State,86,55,,
376467,2023-11-12,Delaware,Air Force,65,57,,
376468,2023-11-12,IPFW,TX A&M Commerce,86,64,,
376469,2023-11-12,Texas Tech,San Jose State,56,42,,
376470,2023-11-12,Wichita State,Friends University,95,65,,
376482,2023-11-12,North Dakota,Elon,85,68,,
376483,2023-11-12,North Carolina,Lehigh,90,68,,
376471,2023-11-12,Oklahoma State,Sam Houston St.,85,70,,
382241,2023-11-12,Clemson,Davidson,68,65,,
376474,2023-11-12,Boise State,San Francisco,63,58,,
376475,2023-11-12,USC Upstate,Carolina University,106,48,,
376481,2023-11-12,Pepperdine,Lafayette,76,53,,
376484,2023-11-12,Maine Black Bears,Merrimack Warriors,65,71,,
376485,2023-11-12,James Madison,Howard,107,86,,
376473,2023-11-12,Western Illinois,St. Ambrose,94,59,,
376478,2023-11-12,Southern Indiana,Chicago State,67,78,,
376479,2023-11-12,Radford,Eastern Mennonite,84,47,,
376472,2023-11-12,Portland State,Linfield,70,53,,
376487,2023-11-12,Georgia,N. Carolina Central,64,54,,
376489,2023-11-12,Baylor,Gardner Webb,77,62,,
376490,2023-11-12,Portland,UC Riverside,76,65,,
376491,2023-11-12,St. Thomas (Minn.),North Central Rams,100,54,,
376486,2023-11-12,Grand Canyon,Northern Arizona,89,55,,
356592,2023-11-12,Binghamton,Keystone,104,50,,
376488,2023-11-12,Columbia,Bard College,86,36,,
376492,2023-11-12,Loyola Marymount,Yale,80,83,,
376476,2023-11-13,Towson,Robert Morris,66,62,,
376493,2023-11-13,Indiana,Army,72,64,,
376477,2023-11-13,St. Marys (CA),Weber State,57,61,,
376494,2023-11-13,Montana,UC Davis,78,65,,
376480,2023-11-13,Washington,Nevada,76,83,,
356595,2023-11-13,St. John's (N.Y.),Michigan,73,89,,
376496,2023-11-13,Youngstown State,Ohio Christian,99,71,,
356594,2023-11-14,South Carolina,VMI,74,64,,
376497,2023-11-14,UMass,Quinnipiac,102,81,,
376499,2023-11-14,South Carolina St,North Florida,87,77,,
376501,2023-11-14,Norfolk State,Hampton,75,68,,
376507,2023-11-14,Florida State,Central Michigan,94,67,,
376508,2023-11-14,Fairfield,Mount St. Mary College,92,45,,
376509,2023-11-14,Duquesne,Stony Brook,85,63,,
376510,2023-11-14,Central Connecticut State,Framingham State,99,42,,
376511,2023-11-14,Miami (FL),Florida International,86,80,,
376512,2023-11-14,Penn,Villanova,76,72,,
376513,2023-11-14,UT Martin,Brescia,90,72,,
376514,2023-11-14,Pittsburgh,Florida Gulf Coast,86,74,,
376515,2023-11-14,Charleston Southern,Johnson & Wales (RI),102,61,,
376516,2023-11-14,Louisiana Tech,Lyon,100,43,,
376517,2023-11-14,Le Moyne,SUNY-Canton,105,46,,
376518,2023-11-14,Butler,East Tennessee St,81,47,,
376519,2023-11-14,American University,Siena,78,58,,
376526,2023-11-14,Presbyterian,Citadel,71,64,,
356599,2023-11-14,Central Arkansas,Arkansas-Pine Bluff,83,85,,
376504,2023-11-14,Middle Tenn. St.,Western Carolina,64,66,,
376520,2023-11-14,Northwestern St.,Stephen F. Austin,70,96,,
356596,2023-11-14,Houston,Stetson,79,48,,
356598,2023-11-14,Nebraska,Rider,64,50,,
